name,Zip code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,Free Parking,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi.1,Laundry,Pet Friendly,Outdoor Pool,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Terrace,Swimming Pool,24-Hour Front Desk,Dist,Label
Ocean Suites - Ocean,90405.0,11.0,8.3,8.4,7.7,8.9,8.9,7.1,9.1,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,1
Downtown LA Superb 5 Beds 2 BR Pool,90017.0,10.0,7.9,8.5,8.3,8.0,7.5,7.5,5.0,7.5,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,0
Hollywood Bellucci Apartment,90028.0,57.0,8.0,8.1,8.1,8.0,7.9,7.8,10.0,8.4,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,5.0,2
Ocean Style Studio Venice Beach,90292.0,6.0,7.7,7.5,7.5,7.9,8.3,6.7,10.0,8.3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,13.0,0
Travelodge by Wyndham Santa Monica,90405.0,1440.0,8.0,8.5,8.0,7.9,8.7,7.4,8.4,7.8,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,11.8,0
Westwood Two Bedroom #1,90024.0,12.0,9.3,9.6,9.6,9.2,9.4,8.3,10.0,9.8,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,11.2,2
Ocean Suites - Sunset,90405.0,23.0,9.0,8.8,9.0,8.8,9.3,8.2,8.3,9.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,2
Ocean Suites - Shell,90405.0,16.0,8.9,8.6,8.9,8.8,8.8,8.6,9.7,8.6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,2
The Kinney - Venice Beach,90292.0,915.0,8.6,9.1,9.0,8.5,8.9,7.9,8.2,8.4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,12.4,2
Amazing Apartment in Santa Monica,90025.0,27.0,7.4,7.2,7.5,7.1,7.7,6.7,10.0,8.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,12.4,0
Boutique Citrus Apartments,90028.0,11.0,9.1,9.3,9.1,8.9,9.1,9.1,10.0,9.3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.2,2
Bayside Hotel,90405.0,1387.0,7.9,8.1,7.9,7.4,8.0,6.9,7.9,9.1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,14.3,0
Downtown Victorian PH 6Beds W Pools,90017.0,23.0,7.0,7.3,7.5,6.6,6.5,6.5,9.2,7.5,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Venice House on the Canals,90291.0,11.0,8.5,7.3,9.1,8.0,8.3,8.4,10.0,9.8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.0,2
Hilgard House Westwood Village,90024.0,353.0,8.2,8.2,8.2,7.6,8.7,7.5,8.4,9.1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,11.2,0
West Hollywood Studio,90069.0,9.0,9.2,9.7,9.1,10.0,9.2,8.5,8.8,7.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,8.1,2
Best Western Royal Palace Inn & Suites,90064.0,373.0,8.0,8.3,8.1,7.8,8.6,7.5,8.3,7.9,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,10.6,0
Downtown Venus Apartment,90017.0,67.0,8.4,8.8,8.7,8.6,8.0,8.0,9.1,8.3,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.2,2
Marina del Rey Hotel,90292.0,342.0,8.6,9.2,9.0,8.6,8.6,7.7,8.8,8.8,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,12.4,2
The Willow,90038.0,264.0,8.0,8.4,8.0,8.1,7.7,7.8,8.8,8.3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,5.0,0
"Sunset Strip 1-Bedroom with Balcony, Pool and Views",90046.0,6.0,9.9,10.0,10.0,10.0,9.6,9.6,10.0,6.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,7.5,2
Contemporary Apartment in Downtown LA,90015.0,16.0,7.0,6.7,7.3,7.3,7.0,6.8,6.3,7.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.5,0
Garden Cottage B&B,90048.0,37.0,9.7,9.7,9.6,9.7,9.9,9.3,10.0,9.8,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6.8,2
NEW! LUXURY SUITE with Parking!,90017.0,6.0,9.0,8.8,8.8,9.2,9.2,8.8,9.2,3.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.1,1
El Royale Hotel - Near Universal Studios Hollywood,91604.0,1022.0,9.1,9.3,9.0,8.7,9.6,8.6,9.0,9.2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,9.3,2
Clean and Nice Single Room,90037.0,5.0,9.3,9.0,9.5,9.0,9.5,9.5,9.5,4.0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,3.7,1
Urban Downtown LA Floor To Ceiling Penthouse,90015.0,9.0,7.5,7.0,7.8,7.8,7.0,7.2,10.0,8.1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,0
36 Story Amazing View Penthouse,90015.0,7.0,9.3,9.2,9.2,9.6,8.2,9.6,5.0,10.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.1,0
Ocean Suites - Pier,90405.0,19.0,8.3,8.7,8.4,7.9,7.9,7.8,8.8,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,2
Elaine's Hollywood Bed & Breakfast,90046.0,288.0,9.1,9.1,9.0,8.9,9.4,8.8,9.6,9.6,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,6.8,2
Audrey House,90020.0,18.0,9.0,8.6,9.3,9.0,9.5,8.9,10.0,8.9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2.9,2
Amazing Apartment Hollywood Blvd 2bd/bth,90028.0,14.0,9.0,9.3,9.5,8.8,8.6,8.9,10.0,8.9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.0,2
Downtown LA 5bed Royal Penthouse,90017.0,9.0,8.9,8.9,9.5,9.5,7.8,8.9,8.6,6.0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,1
"Luxury, Hollywood Modern",90028.0,12.0,9.4,9.4,9.6,9.4,9.4,9.0,9.6,10.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5.6,2
Royal Palace Westwood Hotel,90024.0,475.0,8.3,8.4,8.4,7.9,8.2,7.8,8.1,9.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,11.2,0
Downtown LA Elegant 2BR Pool Suite,90017.0,19.0,8.1,8.2,8.4,8.4,8.2,7.8,9.2,7.9,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,2
The Culver Hotel,90232.0,125.0,8.9,9.2,9.0,8.8,9.0,8.1,9.0,9.2,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,8.7,2
Freehand Los Angeles,90014.0,2691.0,8.6,8.9,8.4,8.5,8.8,8.1,8.8,8.8,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0.9,2
Sea Blue Hotel,90401.0,1488.0,7.9,7.7,7.6,7.1,8.5,6.9,7.6,9.3,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,14.3,0
Ocean View Hotel,90401.0,857.0,8.1,8.5,8.1,7.6,8.5,6.7,7.8,9.2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,14.3,0
Comforting Hollywood Getaway,90027.0,11.0,8.8,8.0,8.9,8.6,9.6,8.9,9.1,7.0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,5.0,2
Popular Private luxury Room in shared apartment in Hollywood,90028.0,14.0,7.4,7.0,7.5,7.5,7.0,6.8,10.0,8.6,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6.2,0
"HUGE AND STYLISH 2 BDR APARTMENT, BEST LOCATION IN LA",90036.0,5.0,8.7,8.0,9.5,9.0,7.5,8.5,9.5,2.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.2,1
Desert Heaven - Guest House,91604.0,173.0,9.8,9.9,9.9,9.8,9.9,9.7,9.9,9.7,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,9.9,2
Melorese PH Loft,90048.0,6.0,9.0,9.2,9.6,8.8,9.2,7.9,9.6,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,1
Hollywood Olivia Apartment,90028.0,26.0,8.0,8.0,8.1,7.9,8.4,7.0,8.0,8.4,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,5.0,0
Hollywood Loft Oasis,90028.0,36.0,9.3,9.3,9.1,9.2,9.5,8.8,9.5,9.8,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,6.2,2
"Luxury, Hollywood Experience",90028.0,12.0,9.6,9.6,9.4,10.0,9.8,8.8,10.0,8.6,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,2
Venice Beach House,90291.0,552.0,8.9,9.3,8.9,8.5,9.3,8.1,8.0,9.6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,13.7,2
Los Angeles RoomRentals Harvard Heights,90006.0,16.0,8.7,9.1,8.9,9.1,8.0,9.1,8.1,8.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3.1,2
Four Points by Sheraton Los Angeles Westside,90028.0,376.0,8.1,8.5,8.3,8.1,8.1,7.5,8.5,8.1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,9.3,0
Wilshire Motel,90025.0,84.0,8.3,8.5,7.8,7.7,8.8,8.1,8.6,8.6,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,12.4,0
Inn at Venice Beach,90291.0,530.0,8.4,8.8,8.4,8.0,8.9,7.2,8.9,9.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,13.0,2
Los Angeles 3 Bed Ace Pool Suite,90017.0,10.0,9.0,9.5,8.8,9.3,9.5,8.3,10.0,8.9,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,2
HI Los Angeles - Santa Monica Hostel,90401.0,2968.0,8.5,8.4,7.9,8.4,8.7,8.1,8.6,9.5,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,14.3,2
Ultimate LA Vacation Hideaway w/ Private Pool,90036.0,5.0,8.8,9.5,8.5,8.5,9.5,7.0,9.5,3.0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,5.6,1
Su Casa at Venice Beach,90291.0,573.0,8.1,8.1,8.0,7.8,8.5,7.4,8.3,8.7,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,13.7,0
Downtown LA 1-Bedroom with Views,90015.0,15.0,8.8,9.3,8.8,8.8,8.8,8.2,10.0,9.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1.1,2
USA Hostels Hollywood,90028.0,1707.0,8.5,8.5,8.1,8.5,8.7,8.2,8.9,8.8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,5.6,2
Beautiful Sunset in Santa Monica Beach *4,90401.0,7.0,8.7,8.9,8.9,8.9,7.9,8.2,9.3,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,14.3,1
Downtown LA Modern Home Staples Center,90015.0,9.0,8.6,9.5,8.1,8.3,8.3,7.8,7.5,9.7,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.2,0
PodShare Venice,90291.0,325.0,8.4,8.3,8.3,8.3,8.6,8.1,8.9,9.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.0,2
Tiverton Apartment Lofts,90024.0,5.0,9.8,10.0,10.0,10.0,9.5,9.0,10.0,5.0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,11.2,1
Hollywood Tower Apartel,90028.0,24.0,8.1,8.1,8.2,7.6,7.9,8.2,10.0,8.5,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,5.0,2
Spotless Apartment in Santa Monica Beach 3,90401.0,10.0,8.9,9.5,9.3,9.3,8.3,8.3,8.8,7.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,14.3,2
Sunset Hilltop,90026.0,6.0,8.8,8.3,8.8,8.3,9.2,8.8,9.2,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.4,1
FANTASTIC HOUSE IN SANTA MONICA BEACH 10,90401.0,9.0,8.8,9.2,9.2,8.9,8.9,7.5,9.2,7.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,14.3,2
Perfect Chill in Hollywood,90028.0,8.0,7.8,8.1,7.8,7.5,7.8,7.5,8.1,4.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,1
Mama Shelter Los Angeles,90028.0,763.0,8.7,9.1,8.7,8.6,9.1,7.8,9.0,8.8,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,5.6,2
Magic Castle Hotel,90028.0,435.0,9.0,8.8,8.7,8.7,9.8,8.6,8.9,9.6,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,6.2,2
Farmer's Daughter Hotel,90036.0,569.0,8.7,9.0,8.7,8.6,8.9,7.6,8.5,9.3,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,6.8,2
Crescent Hotel,90210.0,319.0,8.4,8.7,7.9,7.8,9.0,7.7,7.8,9.4,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,8.7,0
Hollywood Walk of Fame!,90028.0,85.0,8.2,7.9,7.8,7.7,8.9,7.9,7.2,9.0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,6.2,0
Bel Air Luxury Living,90049.0,10.0,8.8,9.5,8.8,9.0,7.5,8.8,8.9,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12.4,1
24 Hours Motel,90043.0,8.0,7.9,8.1,8.5,8.1,8.1,8.6,6.3,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,6.2,1
BRILLIANT HOME IN SANTA MONICA BEACH *23,90401.0,10.0,9.3,9.3,9.3,9.5,9.5,8.8,7.5,9.3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,14.3,2
Boutique Hollywood,90027.0,92.0,8.4,8.6,8.6,8.7,7.7,8.5,6.5,8.4,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,4.3,0
The Deluxe Oasis Apartment,90028.0,13.0,9.5,9.4,9.8,10.0,10.0,9.4,10.0,8.5,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,5.0,2
Premier Suites,90012.0,15.0,9.0,9.8,9.7,9.3,8.5,8.2,7.5,8.5,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,800.0,2
Hollywood Sign View 5,90028.0,53.0,8.5,8.0,8.6,8.7,8.1,8.7,9.5,8.6,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,5.0,2
VE Venice Guest House,90291.0,8.0,9.2,9.4,9.1,9.7,9.4,8.8,10.0,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.4,2
Best Western Burbank Airport Inn,91605.0,553.0,8.3,8.7,8.6,8.3,8.8,8.2,8.7,7.1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,13.0,2
Double Suite in Santa Monica,90403.0,7.0,10.0,10.0,10.0,10.0,10.0,9.7,10.0,7.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,13.7,2
Orange Drive Hostel,90028.0,412.0,8.5,8.6,8.0,8.0,9.0,8.2,8.3,9.4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,6.2,2
Palihouse Santa Monica,90403.0,221.0,8.8,9.1,9.0,8.5,9.0,7.8,8.8,9.3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,14.9,2
Super 8 by Wyndham Los Angeles-Culver City Area,90066.0,498.0,8.3,8.8,8.5,8.3,8.5,7.8,8.6,8.1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,11.2,2
"Gorgeous Bungalow walk to Universal Studios, Hollywood",90068.0,40.0,9.5,9.7,9.4,9.5,9.5,9.5,10.0,9.8,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,8.7,2
Ambrose Hotel,90404.0,381.0,8.6,9.2,8.9,8.5,8.8,7.5,8.6,8.3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,13.7,2
Dresden B & B,90046.0,72.0,9.2,9.5,9.1,9.0,9.7,8.7,9.6,9.5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,6.8,2
Sheraton Grand Los Angeles,90017.0,700.0,8.5,8.9,8.9,8.6,8.5,7.5,5.9,8.8,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.9,0
Hollywood 4Beds Los Angeles #1 Pool,90028.0,39.0,8.2,8.1,8.2,8.2,8.0,7.7,8.1,8.9,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5.6,0
Location For Vacation Hollywood Luxury Apartment,90027.0,111.0,8.8,9.0,8.9,8.9,9.2,8.5,9.2,8.5,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,4.3,2
Inn at Playa del Rey,90293.0,148.0,9.2,9.4,9.4,9.3,9.7,8.4,8.8,8.8,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,13.0,2
Downtown LA Live Suites,90017.0,118.0,7.7,7.7,7.7,8.0,7.6,7.3,8.8,7.7,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1.1,0
Upscale 2Bed 2Bath & Gated Parking,90038.0,26.0,8.9,8.9,8.9,9.1,9.3,8.3,10.0,9.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,5.6,2
Apartment North Mansfield Ave,90028.0,128.0,8.4,8.3,8.4,8.2,8.5,8.0,8.5,9.1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,6.2,2
Luxury Suite in The Heart of Hollywood,90046.0,8.0,9.1,9.7,9.4,9.1,8.8,8.8,9.1,6.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.8,2
Best Western Plus Dragon Gate Inn,90012.0,565.0,8.0,8.5,8.1,7.9,8.3,7.5,7.9,7.8,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.8,0
Grand Suites,90012.0,13.0,9.3,9.2,9.8,9.8,9.6,8.5,10.0,8.7,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1000.0,2
The Rose Hotel,90291.0,270.0,8.9,9.4,8.6,8.5,9.6,7.8,9.2,9.6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,13.7,2
NEW Apartment near Staples Center,90017.0,16.0,8.8,8.9,9.1,8.6,8.8,8.8,10.0,8.8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.1,2
Popular Studio luxury Private apartment in Downtown Los Angeles,90014.0,6.0,8.3,9.2,8.3,8.3,8.8,7.9,7.5,4.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.8,1
Arroyo Vista Inn,91030.0,63.0,8.9,9.0,9.1,8.6,8.9,8.6,9.2,9.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5.6,2
Private Bedroom with Bathroom in Shared 2 Bedroom Apartment,90292.0,18.0,9.0,9.0,9.2,9.2,9.5,8.1,8.8,8.9,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,11.8,2
The Garland,91602.0,638.0,8.7,9.1,8.9,8.8,8.8,7.7,8.3,8.7,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,9.3,2
The Hollywood Style Apartment,90028.0,17.0,8.3,8.1,7.8,8.4,8.8,7.8,5.0,9.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,5.6,0
Omni Los Angeles Hotel California Plaza,90012.0,463.0,8.6,9.0,8.9,8.7,8.8,7.6,5.2,8.6,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,2150.0,0
Hostel California,90028.0,67.0,8.5,8.4,8.4,8.5,8.1,8.3,6.7,9.2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,5.6,0
Holiday Inn Express West Los Angeles,90025.0,96.0,8.1,8.6,8.3,7.7,8.9,7.1,8.4,7.8,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,11.2,0
Mosaic Hotel,90212.0,98.0,8.4,8.7,8.4,8.2,8.6,7.4,8.7,8.9,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,9.3,2
Popular Downtown LA Platinum Resort Style Suite,90012.0,17.0,8.1,7.7,8.4,8.1,8.4,8.0,8.4,7.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.8,0
Carlyle Inn,90035.0,366.0,7.9,8.3,8.0,7.6,8.7,7.2,8.3,7.8,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,8.1,0
Encore Motel,90291.0,812.0,7.8,7.9,7.9,7.5,7.9,7.5,8.1,7.9,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,11.8,0
Hollywood Retreat,90028.0,6.0,9.2,9.6,9.2,8.8,9.2,9.2,9.2,4.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,5.0,1
Superior Suites,90012.0,9.0,8.5,8.3,8.3,8.9,8.1,8.3,9.2,3.0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1000.0,1
Knights Inn Los Angeles Central / Convention Center Area,90026.0,824.0,7.6,7.8,7.5,7.3,8.3,7.6,7.7,7.3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.1,0
Heart of Hollywood,90028.0,11.0,8.2,8.6,8.0,7.7,8.6,7.1,7.5,8.9,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,6.2,0
Urban Downtown LA City View Penthouse,90015.0,5.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,4.0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.3,1
The Palazzo Communities by Synergy,90036.0,13.0,7.9,8.5,7.9,7.9,7.5,7.1,10.0,8.7,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,6.2,2
Courtyard by Marriott Los Angeles LAX / Century Boulevard,90045.0,1330.0,8.2,8.6,8.4,8.0,8.4,7.5,8.4,8.5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,11.2,0
Banana Bungalow,90028.0,700.0,7.9,7.5,7.3,7.8,8.1,7.9,7.6,8.5,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,5.0,0
Beverly Hills / Cedars Sinai,90048.0,11.0,8.0,7.3,8.0,7.7,8.5,7.5,8.3,8.9,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,7.5,0
Gorgeous and Renovated Apartment Near Hollywood Blvd,90028.0,10.0,8.0,7.8,8.0,8.0,8.5,7.8,7.8,4.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5.6,1
Beverly Hills Spanish Apartment,90210.0,33.0,8.5,8.6,8.5,8.1,8.4,8.5,10.0,9.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,9.3,2
LA Villa close to Little Tokyo,90033.0,20.0,8.5,8.4,8.6,8.5,8.8,8.4,10.0,8.3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1.3,2
WeHo Bungalow with Private Garden,90046.0,16.0,9.7,9.7,10.0,10.0,10.0,9.1,10.0,9.5,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.2,2
Comfort Suites,90012.0,16.0,8.7,9.4,8.9,8.9,8.6,7.8,10.0,8.3,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1000.0,2
Rodeway Inn Hollywood,90038.0,1099.0,7.9,8.1,8.1,7.5,8.1,7.7,8.4,7.8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.0,0
Big & Beautiful 3Bedroom Apt in Marina Del Rey,90292.0,6.0,7.3,7.5,7.1,7.9,6.7,7.1,7.5,3.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,11.8,1
Westwood Apartment 409W,90024.0,5.0,8.6,8.5,9.0,8.5,9.0,8.5,8.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.2,1
East West Comfort: Downtown LA Inspiring Apartment,90012.0,5.0,8.8,9.0,8.0,9.5,9.0,7.5,9.5,3.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.8,1
Downtown Juno Apartment,90017.0,10.0,7.6,7.8,8.0,8.3,7.5,7.0,10.0,7.3,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Wilshire Experience Apartment,90017.0,35.0,8.0,8.2,8.3,8.3,7.9,7.2,7.5,8.2,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Palihouse West Hollywood,90069.0,86.0,8.7,8.7,8.8,8.7,8.6,8.2,9.0,8.9,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,7.5,2
Downtown LA 5 Beds Penthouse Pool,90017.0,7.0,7.9,8.2,8.2,8.6,7.2,6.8,8.2,3.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,1
Hollywood Hills Spanish,90068.0,16.0,9.0,9.4,9.4,9.1,8.1,8.6,9.7,10.0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,6.2,2
Republic Inn / Hollywood,90028.0,28.0,9.4,9.5,9.0,9.4,9.6,9.5,10.0,9.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5.0,2
Samesun Venice Beach,90291.0,1310.0,8.1,7.9,7.6,7.7,8.6,7.6,8.3,9.2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,13.7,0
Elan Hotel,90048.0,229.0,8.8,9.3,8.8,8.6,9.1,8.1,9.1,8.7,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,7.5,2
Brentwood Inn,90049.0,30.0,8.7,9.2,9.0,8.5,9.4,7.9,10.0,8.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,13.0,2
"Luxury 2-Bedroom, 2-Bathroom w Pool",90028.0,43.0,8.7,8.8,8.8,8.7,8.3,8.4,10.0,9.0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,5.6,2
Beverly Hills Guest House,90210.0,49.0,8.4,8.3,8.0,7.9,8.7,7.8,8.0,9.5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,9.3,0
PodShare Los Feliz,90029.0,100.0,8.2,8.2,8.1,8.1,8.7,7.8,9.1,8.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3.7,2
