name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Outdoor Pool,Pet Friendly,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Rodeway Inn Maingate,34747,"6,118",7.6,7.3,7.3,7,7.7,8.1,8.1,8.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,(16.2 miles from center)
Westgate Blue Tree Resort,32836,156,8.2,8.1,8.2,8.1,8.4,7.9,6.2,8.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,(12.4 miles from center)
Three Bedrooms Condo 4804 #306,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
733 Getaway Retreat,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Baymont by Wyndham Orlando Universal Blvd,32819,"2,211",7.6,7.3,7.4,7.2,8.1,7.5,8.1,8.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
Cayview Break 4816,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Oak Island Harbour 4 Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(19.3 miles from center)
Econo Lodge International Drive,32819,"3,804",7.2,7.1,6.9,6.6,7.2,7.4,7.6,8.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,(7.5 miles from center)
Quality Suites Orlando Close to I-Drive,32819,"3,148",7.2,6.9,7.1,6.9,7.3,7.2,7.5,7.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,(8.7 miles from center)
Viz Cay Resort Orlando,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Windsor Hills,-2150,10,8.1,7.8,8,8.5,7.8,7.8,10,8.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
La Quinta Inn Orlando Airport West,32812,"1,848",7.3,7,7.1,6.7,8.2,7.2,8.2,7.7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,(6.2 miles from center)
Crowne Plaza Hotel Orlando-Universal,32819,"1,221",8.1,8.2,8.2,8,8.2,7.5,8.2,8.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,(7.5 miles from center)
Windsor Paradise,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Hilton Orlando Buena Vista Palace - Disney Springs Area,32830,"1,489",8.1,8,8.1,8,8.2,7.4,7.2,8.8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,(13.7 miles from center)
Avanti Palms Resort And Conference Center,32819,895,7.3,6.6,7.4,6.9,7.4,7.1,7.7,8.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(7.5 miles from center)
Cayview Three-Bedroom Apartment #204,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Melia Orlando Hotel,34747,891,8.1,8,8.2,8,8.2,7.7,8.3,8.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(16.8 miles from center)
7947 Formosa Gardens 6 Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(19.3 miles from center)
511 Colorful Modern Retreat,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Wyndham Orlando Resort International Drive,32819,"2,872",7.7,7.7,7.6,7.5,8.1,7.2,8.1,8.4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(7.5 miles from center)
Solterra Resort Platinum Properties,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Eight Bedrooms with Private Pool and Spa (1756),34747,8,7.4,7.5,7.8,7.2,6,6.6,9.4,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(20.5 miles from center)
Ramada Plaza Resort & Suites by Wyndham Orlando Intl Drive,32819,"4,018",7.3,7.2,7.2,7,7.4,7,7.2,8.2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(7.5 miles from center)
Ramada by Wyndham Suites Orlando Airport,32822,"1,134",7.7,7.5,7.6,7.2,8.1,7.5,8.5,8.4,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(6.8 miles from center)
Extended Stay America - Orlando - Convention Center - Universal Blvd,32819,661,7.6,7.1,7.4,7.2,8.1,7.5,6.8,8.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Golf View Vacation Rentals,34747,201,7.4,7.4,7.7,7.3,6.9,7.3,8,7.5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Ramada by Wyndham Kissimmee Gateway,34747,"2,517",7.3,6.9,7.1,6.9,7.5,7.4,6.7,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
La Quinta Inn & Suites Orlando Universal Area,32819,"1,108",7.7,7.5,7.7,7.2,8.1,7.6,7.8,8.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(5.6 miles from center)
Simba's Lake House,34747,6,8.2,7.9,8.8,7.1,9,7.9,8.3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.9 miles from center)
Days Inn by Wyndham Orlando Airport Florida Mall,32837,"2,688",7.4,7.2,7.2,7,7.7,7.6,8.3,7.4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
Six Bedrooms with Private Pool and Spa (1746),34747,7,7.9,7.5,8.6,8.2,6.4,8.2,10,8.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
"Five Bedrooms with private Pool, Spa and Grill (1761)",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(20.5 miles from center)
Red Roof Inn Orlando South - Florida Mall,32809,693,7.4,7.2,7.3,7.1,7.9,7.2,7.8,7.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(6.2 miles from center)
Paradise Palms 4 Bedroom-3023,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
Best Western Airport Inn & Suites,32809,"1,991",7.8,7.9,7.7,7.5,8,7.8,8.3,7.9,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(5.6 miles from center)
Villa Captiva,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
7767 Windsor Hills Resort 6 Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(19.3 miles from center)
Holiday Inn Orlando International Airport,32822,675,7.2,7,7.2,6.6,7.6,6.7,7.9,7.9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(6.8 miles from center)
The Floridian Hotel and Suites,32819,948,7.3,6.8,7,6.7,7.5,7.3,6.2,8.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
9395 Arcadia Estates 2 Bedroom Condo,34135,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(19.3 miles from center)
Days Inn by Wyndham Orlando/International Drive,32819,"3,999",5.6,5,5.2,4.9,6,5.6,6.5,7.1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,(6.8 miles from center)
Venetian Bay,34741,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(11.8 miles from center)
719 · Unique King's Suite,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Spring Hill Suites by Marriott Orlando Lake Bunea Vista/Palm Parkway,32836,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(11.8 miles from center)
ACO - Windsor Hills with Private pool (1617),34747,40,7.5,7.3,7.8,7.3,7.4,6.9,9.1,8.3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(19.3 miles from center)
Altamonte Hotel & Suites,32714,811,5.0,4.5,4.9,4.3,5.8,4.9,5.8,5.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
320 Pool View Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
"Premium Six Bedrooms with Private Pool, Spa and Grill (1845)",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(20.5 miles from center)
Shoreway Loop l 2002-Two Bedroom Condo,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(8.1 miles from center)
Orlando Dream Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
Quality Suites Orlando I-Drive Convention Center,32819,"1,094",7.7,7.7,7.9,7.4,7.4,7.7,7.5,8.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
2583 Windsor Hills Resort 6 Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(19.3 miles from center)
Windsor Hills Resort 7700,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,(19.3 miles from center)
EncoreResort 2015,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Paradise Palms 4 Bedroom-3082,34747,12,8.8,8.8,9,9.3,7.9,9,8.8,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
Paradise Palms 4 Bedroom-3281,34747,7,8.7,8.9,8.6,8.9,8.9,8.6,8.2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
8 bedrooms with Private Pool and Grill (1816),34747,0,0,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(20.5 miles from center)
Quality Inn & Suites,32819,"2,126",8.1,8.1,7.8,7.7,8.2,8.1,8,8.6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(5.6 miles from center)
EncoreResort 3211,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Sheraton Orlando Lake Buena Vista Resort,32836,"1,192",7.5,7.3,7.5,7.4,7.7,6.8,7.7,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(12.4 miles from center)
Windsor Hills Six Bedroom Holiday Home 26Dv29,34747,17,7.9,7.7,8.4,7.5,7.4,7.7,8.8,7,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
751 Classy Modern,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Paradise Palms 5 Bedroom-3613,34747,10,9.1,8.8,9.3,9.8,8.5,9.3,10,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
Four-Bedroom Star Lake Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
414 Affordable Elegance Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Sunny Oaks,34747,5,8.3,8,8.5,8.5,8.5,8.5,10,8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Southpointe 219 - Two Bedroom Condominium,32822,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(5.6 miles from center)
Four Points by Sheraton Orlando International Drive,32819,521,7.8,7.8,7.8,7.4,8,7.3,8.5,8.6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(6.8 miles from center)
Executive 3 Bedroom Vista Cay Villa at Universal,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Eight Bedrooms with Pool and Game Room (1764),34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,(20.5 miles from center)
Vista Cay Condo by IPG,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Park Inn by Radisson Resort & Conference Center- Orlando- Near Disney,34747,958,7.4,7.2,7.3,7.1,7.6,7.2,6.6,8,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
Family Six Bedrooms with Private Pool and Grill (1841),34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(21.1 miles from center)
Windsor Hills Home by IPG,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
314 Beautiful Poolside Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Villa Sonate,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Luxury Villa at Vista Cay - Three Bedroom Condominium,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
3 Bed Pool Home Just 10 Minutes from Disney!,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
EncoreResort 2063,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Marriott's Grande Vista,32821,"1,170",8.8,8.9,9,8.9,8.8,8.4,8.7,8.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(10.6 miles from center)
Star Lake Villa 2653,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
743 Orlando's Beautiful Getaway,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Windsor at Westside Platinum Properties,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Indian Creek Five Bedroom,34747,0,0,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
"744 Amazing Value, Cute Villa",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Best Western Plus Universal Inn,32819,"1,102",8.5,8.4,8.3,8.1,8.5,8.5,8.6,9.1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(5.6 miles from center)
Coco Key Hotel & Water Park Resort,32819,"2,679",7.0,6.7,6.9,6.9,7.2,6.6,6.2,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
Disney Home Orlando,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Millenia Palms 3102,32839,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5 miles from center)
"Disney-World Area Orlando, U.S.A Favorite Holiday Rentals",34747,77,7.9,7.6,8.2,7.7,7.7,7.6,8.6,8.5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
The Encore Club at Reunion - Nine Bedroom Villa - EC067,34747,0,0,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Drury Inn & Suites Orlando,-5116,"1,664",9.1,9.1,9.1,9,9.2,9,9,9.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
TownePlace Suites by Marriott Orlando Lake Buena Vista/Palm Parkway,32836,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(11.8 miles from center)
Contemporary Living,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Westgate Leisure Resort,32821,355,8.1,8.1,8.2,8,8.2,7.9,7.3,8.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,(10.6 miles from center)
418 Festival Resort 4 Bedroom Townhouse,33896,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(19.3 miles from center)
Windsors Hills 7749,34747,5,9.1,9,9.5,9.5,8.5,8.5,9.5,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Orange Tree 163214,33896,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(7.5 miles from center)
Hampton Inn & Suites Orlando near SeaWorld,32821,"1,056",9.0,9.2,9.1,8.9,9,8.9,8.3,9.2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,(9.9 miles from center)
Westgate Vacation Villas Resort,34747,460,7.7,7.7,7.7,7.6,7.9,7.3,7.2,8.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Hawthorne 230C Nine-Bedroom House,34800,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(21.1 miles from center)
Millenia Palms 1301,32839,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5 miles from center)
Reunion Encore Club 10 Bedroom Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,(20.5 miles from center)
Three Bedroom Vacation Townhouse Oakwater Resort 28ow14,34747,5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Formosa Villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Beechfield Villa 7826,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(19.3 miles from center)
Casa Viva 5037-302,32819,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Marriott's Sabal Palms,32821,26,8.5,8.6,8.6,8.7,8.5,8.1,9.6,8.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(14.3 miles from center)
Windsor Hills Three Bedroom Apartment E1E,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(19.3 miles from center)
Serenity Resort 175063,34746,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(14.9 miles from center)
Windsor Hills Resort,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Mickey N Friends,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
The Encore Club at Reunion - Five Bedroom Villa - EC089,34747,0,0,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Singular Vacation Aria,32839,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(5 miles from center)
EncoreResort 2002,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Windsor Hills Disney Villa,34741,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Pirate's Cove,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
