name,Zip code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Laundry,Free WiFi.1,Air Conditioning,Pet Friendly,Elevator,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Restaurant,24-Hour Front Desk,WiFi,Dist
The Ideal 3 Bedroom Getaway by Central Park UWS,10025.0,44.0,6.7,6.8,6.7,6.0,6.3,6.6,10.0,7.6,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2.0
BRAND NEW ULTRA MODERN NOMAD PARK AVENUE(31 AND PARK) 800 FT 2BR 1BA W/D ELEVATOR!,10016.0,10.0,7.8,7.8,7.8,8.0,7.5,7.0,8.5,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.6
Hotel 309,10014.0,1564.0,6.3,5.7,5.6,5.6,6.9,6.0,6.9,8.1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2.2
3 Bedroom modern apartment - Times Square,10018.0,10.0,7.6,7.8,7.3,7.3,7.8,7.0,8.5,2.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0
Upper East One Bedroom Apartment,10028.0,23.0,6.4,6.6,6.4,6.1,6.1,5.8,7.2,3.0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1.8
Windsor Hotel,10002.0,961.0,6.2,5.5,5.9,5.6,6.9,6.2,7.0,7.5,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,3.1
Hotel Five44,10036.0,56.0,7.3,6.6,6.9,6.8,7.8,7.2,8.3,8.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7
Chelsea Art Suites,10011.0,70.0,6.9,6.4,6.1,6.0,7.6,7.0,7.1,8.6,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,2.2
East Side 3 Bedroom and 2 Bathroom Apartment (3),10022.0,22.0,7.8,8.0,7.2,7.6,8.2,7.4,10.0,8.6,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1.1
Clarion Hotel Park Avenue,10016.0,256.0,7.6,7.8,6.8,6.8,8.2,7.0,7.5,8.7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.7
Lord & Moris,10018.0,14.0,6.7,6.8,6.4,5.7,7.0,5.9,8.6,4.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1.0
Morningside Inn,10025.0,686.0,5.6,5.3,5.0,4.8,5.9,5.5,5.8,7.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2.5
Harlem YMCA,10030.0,1068.0,7.1,7.1,6.3,6.7,7.7,7.4,6.2,7.3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3.7
Luxurious Three Bedroom Apartment,10031.0,15.0,6.3,6.3,5.7,6.0,7.0,6.0,8.8,6.7,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4.3
Canal Loft Hostel & Hotel,10002.0,209.0,7.6,8.3,7.5,7.3,7.7,7.4,8.5,7.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3.7
The Franklin Hotel,10128.0,756.0,7.3,7.7,6.9,6.3,7.9,6.6,6.3,8.3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1.6
Royal Park Hotel & Hostel,10025.0,1571.0,6.8,6.6,6.2,6.0,7.6,6.5,7.1,7.8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2.0
#1Midtown Manhattan Loft Apartment,10010.0,24.0,7.6,7.8,6.9,7.4,8.2,6.9,10.0,8.6,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,2.0
Executive Class at MTS Hotel,10019.0,143.0,7.3,7.4,7.4,6.7,7.1,6.3,8.0,8.7,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2300.0
Central Park West Hostel,10024.0,1893.0,6.1,5.4,5.3,5.3,6.5,6.1,6.4,7.7,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1.5
Renovated Midtown East Apartments,10022.0,37.0,6.5,6.5,5.9,6.2,6.2,6.3,7.5,8.1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1.1
Cozy Two Bed Apt in Murray Hill,10016.0,5.0,6.7,6.5,5.5,5.5,7.0,7.0,8.5,1.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1.7
New York Apartments,10001.0,213.0,6.7,6.6,6.2,6.1,6.3,6.2,7.2,8.6,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1.5
Four Bedroom Apartment - Eldridge St. #38,10002.0,26.0,6.9,7.5,6.4,6.6,7.0,7.0,6.7,3.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.7
NY Away - The ideal Family & Friends 4 Bedrooms / 4 Bathrooms in Manhattan,10022.0,22.0,6.5,6.3,6.0,6.7,6.3,5.8,10.0,7.7,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1.2
Interfaith Retreats,10001.0,661.0,7.9,8.1,6.6,7.1,8.9,7.5,8.8,9.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1.6
Mid Town East 28th Street Apartments Next to Times Square,10016.0,98.0,6.5,6.9,6.0,5.7,6.7,5.7,8.0,8.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.8
Gramercy Park Apartments,10010.0,77.0,7.3,7.3,7.0,6.6,7.4,6.8,7.3,8.5,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2.2
The Harlem Flophouse,10027.0,6.0,6.9,7.1,6.7,6.3,7.1,6.7,7.5,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.1
Luxury One Bedroom Apartment - Garment District,10018.0,5.0,7.1,7.5,6.9,6.3,6.9,6.3,8.5,2.0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.1
Park Ave Apartments Midtown Next to Times Square,10016.0,72.0,6.4,6.7,5.6,5.8,6.6,5.5,8.8,8.1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.8
Hello Broadway,10010.0,79.0,6.7,6.4,6.0,6.1,6.8,6.1,8.3,8.6,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1.5
Redford Hotel,10002.0,419.0,6.9,6.7,6.6,6.4,7.2,6.7,8.1,7.9,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3.1
Hamilton Heights Beauty,10031.0,10.0,5.5,5.0,4.8,5.5,6.8,5.0,10.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.7
Lincoln Center Luxury Apartments,10023.0,31.0,7.5,8.2,7.7,7.5,6.3,7.4,6.9,8.2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.6
Washington Heights Apartment,10032.0,27.0,5.6,5.2,5.5,5.5,6.6,5.2,10.0,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
Candy Hill Harlem,10031.0,74.0,7.4,7.2,7.5,7.3,7.7,7.3,7.8,7.2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,3.7
Yorkville Apartments -Upper East Side,10128.0,101.0,6.6,6.3,6.6,6.2,6.9,6.1,8.9,7.7,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1.8
Beautiful Downtown Apartments NYC,10012.0,5.0,6.0,5.5,5.5,4.5,6.5,5.5,8.5,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.9
Central Affordable Three Bedroom Apartment,10016.0,30.0,6.8,6.0,6.8,6.5,6.5,6.3,8.8,8.7,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.8
Midtown East Apartments,10022.0,52.0,7.9,8.1,7.6,7.5,8.1,7.4,9.1,8.7,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1.1
Central Park Studios,10023.0,99.0,7.3,5.9,6.7,6.6,7.9,7.6,9.3,9.2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.8
One Bedroom Apartment - Allen Street # 28,10002.0,27.0,7.1,6.9,6.8,7.0,7.1,6.8,7.5,8.3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.1
The Bowery House,10012.0,2473.0,6.5,6.4,5.3,5.8,7.7,5.9,7.3,7.7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3.1
Studio Plus - One-Bedroom APT,10001.0,74.0,7.3,7.0,7.0,6.6,7.4,7.0,8.3,8.9,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5
The Grand NYC Apartments,10001.0,1365.0,5.3,5.0,4.8,4.4,5.1,4.9,3.5,7.8,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1.5
Cosy 1 Bed Apartment Midtown West near Hell's Kitchen & Macy's,10018.0,5.0,4.8,4.0,4.5,3.5,4.5,4.5,8.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.1
Studio Apartments - West 31st Street,10001.0,114.0,6.0,5.3,5.7,5.3,5.7,5.6,7.5,8.1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1.5
Hamilton Heights: Renovated Apartments,10031.0,12.0,5.3,5.2,5.0,4.6,5.8,5.4,6.3,5.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3.7
"Two-Bedroom Apartment, Express Subway at Columbia Hospital",10032.0,21.0,7.4,8.0,7.9,7.3,7.3,7.0,9.2,6.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
Gramercy Superior Apartments,10010.0,27.0,6.4,6.0,6.1,6.2,6.5,5.9,7.5,7.7,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1.9
NY Away - Financial District 2-Bedrooms - 608,10005.0,15.0,7.0,7.5,7.3,7.3,6.1,6.5,7.5,7.3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4.3
CoHost Homes,10040.0,5.0,6.3,7.5,6.5,5.5,7.5,6.0,5.0,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6.8
Renovated Studio Loft Downtown NYC #43,10002.0,24.0,7.3,7.8,6.5,7.3,8.0,7.0,9.2,7.4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.7
Upper East Suites,10128.0,11.0,7.4,6.4,7.5,6.8,7.5,7.5,8.6,2.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2.1
668 6th Ave 3rd floor,10010.0,10.0,7.0,5.5,6.8,6.5,8.0,6.5,8.8,2.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0
Luxury Living Suites,10027.0,6.0,6.7,7.1,6.3,6.3,7.1,6.7,7.1,1.0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.1
Loft 109,10025.0,120.0,7.3,7.2,6.7,6.6,8.3,6.7,8.3,8.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2.6
Studio Apartment - Financial District,10005.0,32.0,6.5,6.0,6.6,6.8,6.4,5.7,7.5,7.7,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,4.3
Stylish Upper East Side 2 bed 2 bath,10021.0,11.0,7.6,8.2,6.4,7.5,8.4,6.6,10.0,8.6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.4
